user_id,User hobby,Places,Genres
78,Shopping,Emporium Mall,Shopping|Music
79,Shopping,Packages Mall,Shopping|Music
80,Shopping,Fortress,Shopping|Music
81,Shopping,Anarkali,Shopping|Music
82,Shopping,Mall of Lahore,Shopping|Music
83,Shopping,Fortress Square,Shopping|Music
84,Shopping,Liberty Market,Shopping|Music
85,Being Spiritual ( Religious),Shrine of Hazrat Data Ganj Bakhsh,Shopping|Music
86,Photography,Wazir khan Masjid,Shopping|Music
87,Photography,Badshahi Masjid,Shopping|Music
88,Shopping,Mall of Lahore,Shopping|Music
89,Shopping,Fortress Square,Shopping|Music
90,Shopping,Liberty Market,Shopping|Music
91,Shopping,Anarkali,Shopping|Music
92,Shopping,Gulberg Galleria,Shopping|Music
93,Shopping,Packages Mall,Shopping|Music
94,Shopping,Emporium Mall,Shopping|Music
95,Book reading,,Shopping|Music
96,Sports,Gaddafi Stadium,Shopping|Music
97,Sports,"2F2F Formula Karting,",Shopping|Music
98,Animal Lover,Rana Hunting and Luxury Resort Lahore,Shopping|Music
99,History Lover,Army Museum,Shopping|Music
100,History Lover,Lahore Meusem,Shopping|Music
101,Art & Calligraphy,AL-Hammra Art Centre,Shopping|Music
102,Art & Calligraphy,AL-Hammra Art Centre,Shopping|Music
103,Art & Calligraphy,Prime Art Gallery,Shopping|Music
104,Music,Musically - Rooftop Restaurant,Shopping|Music
105,Acting & Movies,Cinestar,Shopping|Music
106,Acting & Movies,Cinepax,Shopping|Music
107,Acting & Movies,Universal Cinema,Shopping|Music
108,Acting & Movies,Alhamra Arts Council,Shopping|Music
109,Acting & Movies,Alhamra Open Air Theater,Shopping|Music
110,Acting & Movies,Cinestar,Shopping|Music
111,Acting & Movies,Cinepax,Shopping|Music
112,Sports,Gaddafi Stadium,Shopping|Music
113,Fitness,Shapes DHA,Shopping|Music
114,Sports,National Hockey Stadium,Shopping|Music
115,Sports,Quaid-e-Azam International Cycling Velodrome,Shopping|Music
116,Sports,Lahore Marina Boat Club,Shopping|Music
117,Literature,Readings,Shopping|Music
118,Literature,The Last Word,Shopping|Music
119,Literature,British Council Lahore Library,Shopping|Music
120,Music,The Guitar Center,Shopping|Music
121,Music,Sound of Music,Shopping|Music
122,Sports,Arena56,Shopping|Music
123,History Lover,Army Museum,Shopping|Music
124,Art & Calligraphy,AL-Hammra Art Centre,Shopping|Music
125,Sports,Gaddafi Stadium,Shopping|Music
126,Literature,AL-Hammra Art Centre,Shopping|Music
127,Literature,Quaid e Azam Library,Shopping|Music
128,Being Spiritual ( Religious),Shrine of Hazrat Data Ganj Bakhsh,Shopping|Music
129,Games,Anywhere,Shopping|Music
130,History Lover,Greater iqbal park,Shopping|Music
131,History Lover,Badshahi mosque,Shopping|Music
132,Gardening,Changa Manga Forest and Wildlife Park,Shopping|Music
133,Gardening,Lahore Safari Park,Shopping|Music
134,Gardening,Jam-e-Shirin Park,Shopping|Music
135,Gardening,Model Town Park,Shopping|Music
136,Gardening,National Bank Park,Shopping|Music
137,Gardening,Shahdara Bagh,Shopping|Music
138,Gardening,Jallo Park,Shopping|Music
139,Gardening,Shalimar Garden,Shopping|Music
140,Walk around ,It doesnâ€™t matter,Shopping|Music
141,Shopping,Emporium Mall,Shopping|Music
142,Shopping,Panorama Shopping Centre,Shopping|Music
143,Shopping,Fortress,Shopping|Music
144,Shopping,Anarkali,Shopping|Music
145,Shopping,Liberty Market,Shopping|Music
146,Shopping,Auriga Market,Shopping|Music
147,Shopping,Fortress Square,Shopping|Music
148,Being Spiritual ( Religious),Badshahi Masjid,Shopping|Music
149,Being Spiritual ( Religious),Wazir khan Masjid,Shopping|Music
150,Being Spiritual ( Religious),Grand Jamia Masjid,Shopping|Music
151,Being Spiritual ( Religious),Mavi Masjid,Shopping|Music
152,Being Spiritual ( Religious),Dai Anqa Masjid,Shopping|Music
153,Being Spiritual ( Religious),Begum Shahi Masjid,Shopping|Music
154,Islamic research,Quran ,Shopping|Music
155,Shopping,Anarkali,Shopping|Music
156,Shopping,Panorama Shopping Centre,Shopping|Music
157,Art & Calligraphy,AL-Hammra Art Centre,Shopping|Music
158,Art & Calligraphy,Zulfiâ€™s Art Gallery,Shopping|Music
159,Shopping,Liberty Market,Shopping|Music
160,Art & Calligraphy,Ejaz Art Gallery,Shopping|Music
161,Art & Calligraphy,Hamail Art Gallery,Shopping|Music
162,Art & Calligraphy,Zulfiâ€™s Art Gallery,Shopping|Music
163,Art & Calligraphy,Prime Art Gallery,Shopping|Music
164,Animal Lover,Lahore Zoo,Shopping|Music
165,Animal Lover,Lahore Safari Park,Shopping|Music
166,Animal Lover,Rana Hunting and Luxury Resort Lahore,Shopping|Music
167,Art & Calligraphy,AL-Hammra Art Centre,Shopping|Music
168,Literature,,Shopping|Music
169,Art & Calligraphy,Ocean Art Gallery,Shopping|Music
170,Art & Calligraphy,Prime Art Gallery,Shopping|Music
171,Art & Calligraphy,AL-Hammra Art Centre,Shopping|Music
172,Art & Calligraphy,Passion Art Gallery,Shopping|Music
173,Art & Calligraphy,Naqsh Art Gallery,Shopping|Music
174,Gardening,Mochi Bagh.,Shopping|Music
175,Art & Calligraphy,AL-Hammra Art Centre,Shopping|Music
176,Art & Calligraphy,Naqsh Art Gallery,Shopping|Music
177,History Lover,Army Museum,Shopping|Music
178,History Lover,National History Museum,Shopping|Music
179,Videography or editing,Gaddafi Stadium,Shopping|Music
180,Videography or editing,Badshahi mosque,Shopping|Music
181,Sports,Arena55,Shopping|Music
182,Sports,Punjab Athletics Stadium,Shopping|Music
183,Music,Musically - Rooftop Restaurant,Shopping|Music
184,Sports,Bahria Golf and Country Club,Shopping|Music
185,Sports,Royal Palm Golf and Country Club,Shopping|Music
186,Sports,Oasis Golf and Aqua Resort,Shopping|Music
187,Sports,Defence Raya Golf and Country Club,Shopping|Music
188,Sports,Green Fields Country Club,Shopping|Music
189,Sports,2F2F Formula Karting,Shopping|Music
190,Sports,Punjab Athletics Stadium,Shopping|Music
191,Sports,Gaddafi Stadium,Shopping|Music
192,Sports,National Hockey Stadium,Shopping|Music
193,Sports,Fame Football Club,Shopping|Music
194,Sports,LDA Sports Complex,Shopping|Music
195,,Lahore Marina Boat Club,Shopping|Music
196,Sports,Arena56,Shopping|Music
197,Sports,Quaid-e-Azam International Cycling Velodrome,Shopping|Music
198,Writography,Every place can be worth clicking,Shopping|Music
199,Being Spiritual ( Religious),Shrine of Hazrat Data Ganj Bakhsh,Shopping|Music
200,Shopping,Fortress,Shopping|Music
201,Being Spiritual ( Religious),Begum Shahi Masjid,Shopping|Music
202,Being Spiritual ( Religious),Shrine of Hazrat Data Ganj Bakhsh,Shopping|Music
203,Being Spiritual ( Religious),Dai Anqa Masjid,Shopping|Music
204,Being Spiritual ( Religious),Mavi Masjid,Shopping|Music
205,Being Spiritual ( Religious),Grand Jamia Masjid,Shopping|Music
206,Being Spiritual ( Religious),Wazir khan Masjid,Shopping|Music
207,Being Spiritual ( Religious),Badshahi Masjid,Shopping|Music
208,Sports,Gaddafi Stadium,Shopping|Music
209,Sports,Punjab Athletics Stadium,Shopping|Music
210,,,Shopping|Music
211,Art & Calligraphy,Hamail Art Gallery,Shopping|Music
212,Art & Calligraphy,Ejaz Art Gallery,Shopping|Music
213,Acting & Movies,Universal Cinema,Shopping|Music
214,Acting & Movies,Alhamra Arts Council,Shopping|Music
215,Acting & Movies,Ali Auditorium,Shopping|Music
216,Music,Musically - Rooftop Restaurant,Shopping|Music
217,Shopping,Anarkali,Shopping|Music
218,Shopping,Liberty Market,Shopping|Music
219,Shopping,Auriga Market,Shopping|Music
220,Shopping,Liberty Market,Shopping|Music
221,Literature,Quaid e Azam Library,Shopping|Music
222,Literature,Punjab Public Library,Shopping|Music
223,Literature,Dyal Singh Trust Library,Shopping|Music
224,Literature,British Council Lahore Library,Shopping|Music
225,Literature,Defence Public Library,Shopping|Music
226,Literature,Government Model Town Library,Shopping|Music
227,Literature,Children Library Complex,Shopping|Music
228,Fitness,AimFit Lahore,Shopping|Music
229,Acting & Movies,Alhamra Arts Council,Shopping|Music
230,Animal Lover,Rana Hunting and Luxury Resort Lahore,Shopping|Music
231,Art & Calligraphy,Hamail Art Gallery,Shopping|Music
232,Art & Calligraphy,Ejaz Art Gallery,Shopping|Music
233,Art & Calligraphy,Ocean Art Gallery,Shopping|Music
234,Art & Calligraphy,Prime Art Gallery,Shopping|Music
235,Art & Calligraphy,Passion Art Gallery,Shopping|Music
236,Sports,Gaddafi Stadium,Shopping|Music
237,Literature,Readings,Shopping|Music
238,Literature,Liberty Books,Shopping|Music
239,Literature,Readings,Shopping|Music
240,Music,Sound of Music,Shopping|Music
241,Fitness,Structure Health & Fitness Gulberg Lahore,Shopping|Music
242,Fitness,Shapes DHA,Shopping|Music
243,Sports,Gaddafi Stadium,Shopping|Music
244,Gaming,Gaming Zones?,Shopping|Music
245,Sports,Gaddafi Stadium,Shopping|Music
246,Fitness,Structure Health & Fitness Gulberg Lahore,Shopping|Music
247,Fitness,"Bodytalk Gym Lahore,",Shopping|Music
248,Fitness,Times Fitness,Shopping|Music
249,Fitness,Fitness Zone,Shopping|Music
250,Art & Calligraphy,AL-Hammra Art Centre,Shopping|Music
251,Art & Calligraphy,Naqsh Art Gallery,Shopping|Music
252,Art & Calligraphy,Passion Art Gallery,Shopping|Music
253,Music,Musically - Rooftop Restaurant,Shopping|Music
254,Sports,Gaddafi Stadium,Shopping|Music
255,Sports,Punjab Athletics Stadium,Shopping|Music
256,Fitness,Bahria Golf and Country Club,Shopping|Music
257,Fitness,Oasis Golf and Aqua Resort,Shopping|Music
258,Fitness,Defence Raya Golf and Country Club,Shopping|Music
259,Fitness,Green Fields Country Club,Shopping|Music
260,Reading novels,Any beautiful and peaceful place,Shopping|Music
261,Traveling,Restaurants,Shopping|Music
262,Acting & Movies,Universal Cinema,Shopping|Music
263,Art & Calligraphy,Zulfiâ€™s Art Gallery,Shopping|Music
264,Acting & Movies,Universal Cinema,Shopping|Music
265,Fitness,Structure Health & Fitness Gulberg Lahore,Shopping|Music
266,Gardening,National Bank Park,Shopping|Music
267,Gardening,Gulshan Iqbal Park,Shopping|Music
268,Gardening,Shalimar Garden,Shopping|Music
269,Acting & Movies,Cinestar,Shopping|Music
270,Shopping,Fortress Square,Shopping|Music
271,Shopping,Fortress,Shopping|Music
272,Animal Lover,Lahore Safari Park,Shopping|Music
273,Animal Lover,Jallo Forest and Wildlife,Shopping|Music
274,Music,Musically - Rooftop Restaurant,Shopping|Music
275,Acting & Movies,Cinestar,Shopping|Music
276,Art & Calligraphy,AL-Hammra Art Centre,Shopping|Music
277,Music,True Brew Records,Shopping|Music
278,Sports,Gaddafi Stadium,Shopping|Music
279,Sports,Bahria Golf and Country Club,Shopping|Music
280,Being Spiritual ( Religious),Badshahi Masjid,Shopping|Music
281,Music,Musically - Rooftop Restaurant,Shopping|Music
282,Shopping,Packages Mall,Shopping|Music
283,Sports,Rana Hunting and Luxury Resort Lahore,Shopping|Music
284,History Lover,Army Museum,Shopping|Music
285,Acting & Movies,Cinestar,Shopping|Music
286,Acting & Movies,Universal Cinema,Shopping|Music
287,Acting & Movies,Alhamra Arts Council,Shopping|Music
288,Literature,UET Library,Shopping|Music
289,Literature,Quaid e Azam Library,Shopping|Music
290,Animal Lover,Lahore Zoo,Shopping|Music
291,Animal Lover,Lahore Safari Park,Shopping|Music
292,Animal Lover,Changa Manga Forest and Wildlife Park,Shopping|Music
293,Animal Lover,Rana Hunting and Luxury Resort Lahore,Shopping|Music
294,Being Spiritual ( Religious),Badshahi Masjid,Shopping|Music
295,Being Spiritual ( Religious),Wazir khan Masjid,Shopping|Music
296,Being Spiritual ( Religious),Grand Jamia Masjid,Shopping|Music
297,Being Spiritual ( Religious),Mavi Masjid,Shopping|Music
298,Being Spiritual ( Religious),Dai Anqa Masjid,Shopping|Music
299,Being Spiritual ( Religious),Begum Shahi Masjid,Shopping|Music
300,Being Spiritual ( Religious),Shrine of Hazrat Data Ganj Bakhsh,Shopping|Music
301,Being Spiritual ( Religious),Shrine of Madhu Lal Hussain,Shopping|Music
302,Being Spiritual ( Religious),Bibi Pak Daman Shrine,Shopping|Music
303,Being Spiritual ( Religious),Sacred Heart Cathedral,Shopping|Music
304,Being Spiritual ( Religious),St. Andrewâ€™s Church,Shopping|Music
305,Being Spiritual ( Religious),Krishna Mandir,Shopping|Music
306,Being Spiritual ( Religious),Valmiki Mandir,Shopping|Music
307,Being Spiritual ( Religious),Bhairav ka Asthan,Shopping|Music
308,Being Spiritual ( Religious),Rattan Chand Temple,Shopping|Music
309,Being Spiritual ( Religious),Gurdwara Dera Sahib,Shopping|Music
310,Being Spiritual ( Religious),Gurdwara Janam Asthan Guru Ram Das,Shopping|Music
311,Being Spiritual ( Religious),Gurdwara Shahid Ganj Singh Singhania,Shopping|Music
312,Being Spiritual ( Religious),Shaheed Ganj Bhai Taru Singh,Shopping|Music
313,Animal Lover,Jallo Forest and Wildlife,Shopping|Music
314,Animal Lover,Lahore Zoo,Shopping|Music
315,Animal Lover,Lahore Safari Park,Shopping|Music
316,Animal Lover,Changa Manga Forest and Wildlife Park,Shopping|Music
317,Animal Lover,Jallo Forest and Wildlife,Shopping|Music
318,Animal Lover,Rana Hunting and Luxury Resort Lahore,Shopping|Music
319,Book reading,Liberty books,Shopping|Music
320,History Lover,"Lahore Meusem, Army Museum",Shopping|Music
321,Music,GUITAR WORLD,Shopping|Music
322,Acting & Movies,Cinepax,Shopping|Music
323,Acting & Movies,Cinestar,Shopping|Music
324,Art & Calligraphy,Passion Art Gallery,Shopping|Music
325,Acting & Movies,Universal Cinema,Shopping|Music
326,Animal Lover,Lahore Zoo,Shopping|Music
327,Animal Lover,Lahore Safari Park,Shopping|Music
328,Animal Lover,Rana Hunting and Luxury Resort Lahore,Shopping|Music
329,History Lover,Lahore Meusem,Shopping|Music
330,Shopping,Fortress Square,Shopping|Music
331,Shopping,Emporium Mall,Shopping|Music
332,Music,Musically - Rooftop Restaurant,Shopping|Music
333,Sports,2F2F Formula Karting,Shopping|Music
334,Music,Strictly Social,Shopping|Music
335,Sports,Bahria Golf and Country Club,Shopping|Music
336,History Lover,Shrine of Madhu Lal Hussain,Shopping|Music
337,History Lover,Shrine of Hazrat Data Ganj Bakhsh,Shopping|Music
338,History Lover,National History Museum,Shopping|Music
339,History Lover,Army Museum,Shopping|Music
340,History Lover,National History Museum,Shopping|Music
341,Sports,2F2F Formula Karting,Shopping|Music
342,History Lover,Army Museum,Shopping|Music
343,Literature,"Ferozsons, Liberty Books",Shopping|Music
344,Literature,Readings,Shopping|Music
345,Literature,Quaid e Azam Library,Shopping|Music
346,Literature,Punjab Public Library,Shopping|Music
347,Literature,Dyal Singh Trust Library,Shopping|Music
348,Literature,Government Model Town Library,Shopping|Music
349,Literature,Children Library Complex,Shopping|Music
350,Literature,Defence Public Library,Shopping|Music
351,Shopping,Fortress,Shopping|Music
352,Shopping,Liberty Market,Shopping|Music
353,Shopping,Anarkali,Shopping|Music
354,Shopping,Packages Mall,Shopping|Music
355,Shopping,Emporium Mall,Shopping|Music
356,Being Spiritual ( Religious),Wazir khan Masjid,Shopping|Music
357,Being Spiritual ( Religious),Grand Jamia Masjid,Shopping|Music
358,Being Spiritual ( Religious),Shrine of Madhu Lal Hussain,Shopping|Music
359,Writing,Internet cafes,Shopping|Music
360,Reading,Library,Shopping|Music
361,Writing,Library,Shopping|Music
362,Art & Calligraphy,AL-Hammra Art Centre,Shopping|Music
363,History Lover,Lahore Meusem,Shopping|Music
364,Music,Passion Art Gallery,Shopping|Music
365,Art & Calligraphy,Prime Art Gallery,Shopping|Music
366,Shopping,Emporium Mall,Shopping|Music
367,Art & Calligraphy,AL-Hammra Art Centre,Shopping|Music
368,Sports,Royal Palm Golf and Country Club,Shopping|Music
369,Gardening,Shalimar Garden,Shopping|Music
370,Art & Calligraphy,AL-Hammra Art Centre,Shopping|Music
371,Literature,Quaid e Azam Library,Shopping|Music
372,Literature,Punjab Public Library,Shopping|Music
373,Literature,British Council Lahore Library,Shopping|Music
374,Literature,Government Model Town Library,Shopping|Music
375,Acting & Movies,Cinestar,Shopping|Music
376,Shopping,The Arena,Shopping|Music
377,Shopping,Alhamra Arts Council,Shopping|Music
378,Shopping,Cinestar,Shopping|Music
379,Art & Calligraphy,Hamail Art Gallery,Shopping|Music
380,Art & Calligraphy,AL-Hammra Art Centre,Shopping|Music
381,Shopping,Packages Mall,Shopping|Music
382,Shopping,Emporium Mall,Shopping|Music
383,Shopping,Xinhua Mall,Shopping|Music
384,Shopping,Fortress,Shopping|Music
385,Shopping,Liberty Market,Shopping|Music
386,Reading,Quaid e Azam Library,Shopping|Music
387,Gardening,Naqsh Art Gallery,Shopping|Music
388,Music,FEELING JAZZ - YAMAHA MUSIC,Shopping|Music
389,Shopping,Gulberg Galleria,Shopping|Music
390,Shopping,Liberty Market,Shopping|Music
391,Literature,Ferozsons,Shopping|Music
392,Sports,Fame Football Club,Shopping|Music
393,Shopping,Liberty Market,Shopping|Music
394,Shopping,Anarkali,Shopping|Music
395,Shopping,Fortress,Shopping|Music
396,Shopping,Fortress,Shopping|Music
397,Shopping,Anarkali,Shopping|Music
398,Shopping,Liberty Market,Shopping|Music
399,Being Spiritual ( Religious),Badshahi Masjid,Shopping|Music
400,Writing,Home,Shopping|Music
401,History Lover,Lahore Meusem,Shopping|Music
402,History Lover,Army Museum,Shopping|Music
403,History Lover,Shakir Ali Museum,Shopping|Music
404,Gardening,Model Town Park,Shopping|Music
405,Gardening,Oasis Golf and Aqua Resort,Shopping|Music
406,Gardening,Lawrence Garden,Shopping|Music
407,Gardening,Jilani Park,Shopping|Music
408,Acting & Movies,Alhamra Arts Council,Shopping|Music
409,Acting & Movies,Universal Cinema,Shopping|Music
410,Being Spiritual ( Religious),Wazir khan Masjid,Shopping|Music
411,Being Spiritual ( Religious),Badshahi Masjid,Shopping|Music
412,Literature,Readings,Shopping|Music
413,Gardening,Lawrence Garden,Shopping|Music
414,Sports,Gaddafi Stadium,Shopping|Music
415,Sports,2F2F Formula Karting,Shopping|Music
416,Acting & Movies,Home,Shopping|Music
417,Art & Calligraphy,Ejaz Art Gallery,Shopping|Music
418,Art & Calligraphy,Hamail Art Gallery,Shopping|Music
419,Art & Calligraphy,AL-Hammra Art Centre,Shopping|Music
420,Art & Calligraphy,Passion Art Gallery,Shopping|Music
421,Sports,Arena56,Shopping|Music
422,Sports,Gaddafi Stadium,Shopping|Music
423,Sports,Quaid-e-Azam International Cycling Velodrome,Shopping|Music
424,Sports,Lahore Marina Boat Club,Shopping|Music
425,Being Spiritual ( Religious),Badshahi Masjid,Shopping|Music
426,Being Spiritual ( Religious),Wazir khan Masjid,Shopping|Music
427,Being Spiritual ( Religious),Grand Jamia Masjid,Shopping|Music
428,Being Spiritual ( Religious),Mavi Masjid,Shopping|Music
429,Being Spiritual ( Religious),Dai Anqa Masjid,Shopping|Music
430,Being Spiritual ( Religious),Shrine of Hazrat Data Ganj Bakhsh,Shopping|Music
431,Being Spiritual ( Religious),Shrine of Madhu Lal Hussain,Shopping|Music
432,Music,,Shopping|Music
433,Being Spiritual ( Religious),Shrine of Hazrat Data Ganj Bakhsh,Shopping|Music
434,Being Spiritual ( Religious),Badshahi Masjid,Shopping|Music
435,Being Spiritual ( Religious),Shrine of Hazrat Data Ganj Bakhsh,Shopping|Music
436,Being Spiritual ( Religious),Shrine of Hazrat Data Ganj Bakhsh,Shopping|Music
437,Being Spiritual ( Religious),Badshahi Masjid,Shopping|Music
438,Sports,Fame Football Club,Shopping|Music
439,Art & Calligraphy,Hamail Art Gallery,Shopping|Music
440,Art & Calligraphy,Zulfiâ€™s Art Gallery,Shopping|Music
441,Art & Calligraphy,AL-Hammra Art Centre,Shopping|Music
442,Art & Calligraphy,Passion Art Gallery,Shopping|Music
443,Literature,Ferozsons,Shopping|Music
444,Literature,Anees Book Corner,Shopping|Music
445,Literature,Readings,Shopping|Music
446,Literature,Quaid e Azam Library,Shopping|Music
447,Literature,Punjab Public Library,Shopping|Music
448,Literature,Government Model Town Library,Shopping|Music
449,Music,Badshahi Masjid,Shopping|Music
450,Sports,Gaddafi Stadium,Shopping|Music
451,Sports,Gaddafi Stadium,Shopping|Music
452,Travelling,Badshahi Masjid,Shopping|Music
453,Sports,Passion Art Gallery,Shopping|Music
454,Shopping,Fortress,Shopping|Music
455,Shopping,Mall of Lahore,Shopping|Music
456,Shopping,Fortress Square,Shopping|Music
457,Art & Calligraphy,AL-Hammra Art Centre,Shopping|Music
458,Art & Calligraphy,Prime Art Gallery,Shopping|Music
459,Literature,Home,Shopping|Music
460,Being Spiritual ( Religious),Krishna Mandir,Shopping|Music
461,Being Spiritual ( Religious),Bhairav ka Asthan,Shopping|Music
462,Being Spiritual ( Religious),Valmiki Mandir,Shopping|Music
463,Shopping,Emporium Mall,Shopping|Music
464,History Lover,Army Museum,Shopping|Music
465,Shopping,Gulberg Galleria,Shopping|Music
466,Animal Lover,Pet sheds,Shopping|Music
467,Acting & Movies,Home,Shopping|Music
468,Shopping,Nairang Art Gallery,Shopping|Music
469,Shopping,Ocean Art Gallery,Shopping|Music
470,Shopping,Naqsh Art Gallery ,Shopping|Music
471,Shopping,AL-Hammra Art Centre,Shopping|Music
472,Shopping,Prime Art Gallery,Shopping|Music
473,Shopping,Hamail Art Gallery,Shopping|Music
474,Shopping,Ejaz Art Gallery,Shopping|Music
475,Shopping,Ejaz Art Gallery,Shopping|Music
476,Being Spiritual ( Religious),Shrine of Hazrat Data Ganj Bakhsh,Shopping|Music
477,Being Spiritual ( Religious),Grand Jamia Masjid,Shopping|Music
478,Being Spiritual ( Religious),Badshahi Masjid,Shopping|Music
479,Being Spiritual ( Religious),Wazir khan Masjid,Shopping|Music
480,Fitness,Bodytalk Gym Lahore,Shopping|Music
481,Being Spiritual ( Religious),Wazir khan Masjid,Shopping|Music
482,Being Spiritual ( Religious),"Grand Jamia Masji, ",Shopping|Music
483,Being Spiritual ( Religious),"Badshahi Masjid,",Shopping|Music
484,Being Spiritual ( Religious),Mavi Masjid,Shopping|Music
485,Music,Musically - Rooftop Restaurant,Shopping|Music
486,Art & Calligraphy,Ejaz Art Gallery,Shopping|Music
487,Being Spiritual ( Religious),Wazir khan Masjid,Shopping|Music
488,Being Spiritual ( Religious),Grand Jamia Masjid,Shopping|Music
489,Being Spiritual ( Religious),Daata drbaar,Shopping|Music
490,Being Spiritual ( Religious),Mavi Masjid,Shopping|Music
491,Being Spiritual ( Religious),Badshahi Masjid,Shopping|Music
492,Animal Lover,Lahore Safari Park,Shopping|Music
493,Music,Cinestar,Shopping|Music
494,Being Spiritual ( Religious),Wazir khan Masjid,Shopping|Music
495,Being Spiritual ( Religious),Badshahi Masjid,Shopping|Music
496,Travelling,,Shopping|Music
497,Sports,Bahria Golf and Country Club,Shopping|Music
498,Being Spiritual ( Religious),Shrine of Hazrat Data Ganj Bakhsh,Shopping|Music
499,Art & Calligraphy,AL-Hammra Art Centre,Shopping|Music
500,Sports,Fame Football Club,Shopping|Music
501,Sports,Punjab Athletics Stadium,Shopping|Music
502,Sports,Gaddafi Stadium,Shopping|Music
503,Sports,National Hockey Stadium,Shopping|Music
504,Sports,Quaid-e-Azam International Cycling Velodrome,Shopping|Music
505,Sports,Fame Football Club,Shopping|Music
506,Sports,LDA Sports Complex,Shopping|Music
507,Sports,2F2F Formula Karting,Shopping|Music
508,Sports,Gaddafi Stadium,Shopping|Music
509,Sports,Arena56,Shopping|Music
